X (m/s^2),Y (m/s^2),Z (m/s^2),Theta
-3.102814,9.047394,1.481567,81.194855
-3.192596,8.901352,1.586914,80.473915
-3.282379,8.663116,1.710205,79.540634
-3.366165,8.416519,1.857452,78.4198
-3.463135,8.180695,1.943649,77.658585
-3.639114,7.986755,1.992722,77.208122
-3.80072,7.874237,1.880203,77.863945
-4.018585,7.813187,1.849075,78.115227
-4.261597,7.730576,1.768875,78.668884
-4.469894,7.682693,1.668304,79.369583
-4.721283,7.580948,1.580917,79.9617
-4.954727,7.472015,1.535431,80.281815
-5.147461,7.41095,1.489944,80.623734
-5.189346,7.346313,1.408539,81.099579
-5.18457,7.246948,1.449249,80.76207
-5.092392,7.258926,1.462418,80.634666
-4.949936,7.197876,1.463608,80.488747
-4.715302,7.175125,1.463608,80.325905
-4.468704,7.190689,1.433685,80.388504
-4.237656,7.226608,1.402557,80.495651
-4.067673,7.272095,1.307983,81.078789
-3.884506,7.377441,1.199051,81.816292
-3.782761,7.483978,1.138,82.271713
-3.780365,7.570175,1.014694,83.161888
-3.767197,7.683899,0.90097,83.989929
-3.817474,7.752136,0.783661,84.818031
-3.909653,7.850296,0.69986,85.437363
-4.023376,7.92691,0.6819,85.613525
-4.182587,7.987961,0.62085,86.061104
-4.325043,8.050201,0.608871,86.188171
-4.49144,8.074142,0.598099,86.296173
-4.607559,8.083725,0.596909,86.329407
-4.724884,8.049011,0.594513,86.355309
-4.825439,8.065765,0.515503,86.860672
-4.903244,8.041824,0.581345,86.468063
-4.94754,8.011902,0.62204,86.220581
-4.88649,7.936478,0.617264,86.210899
-4.845779,7.894592,0.702255,85.664604
-4.806274,7.835922,0.824356,84.875587
-4.754807,7.753326,0.993149,83.768272
-4.605164,7.693466,1.151169,82.684021
-4.381317,7.662354,1.328339,81.441559
-4.194565,7.618057,1.494736,80.247421
